UID	C2PJTACXX_4_TACAGC_1.bed	C3B9JACXX_2_CCGTCC_1.bed	C2F7PACXX_7_AGTTCC_1.bed	C2NC1ACXX_3_ATTCCT_1.bed	SRS380396_1.bed	SRS606816_1.bed	C2EJBACXX_2_AGGCCG_1.bed	D2GEUACXX_7_CAACTA_1.bed	C2F5LACXX_8_CCACGC_1.bed	SRS380430_1.bed	C2PJTACXX_6_CTCAGA_1.bed	C2F5LACXX_6_GCAAGG_1.bed	C37FTACXX_4_ACTCTC_1.bed	C2F8BACXX_5_TACAGC_1.bed	C2F8BACXX_3_ATGTCA_1.bed	C2MRVACXX_7_CCTTAG_1.bed	SRS380435_1.bed	SRS380365_1.bed	C2F8BACXX_6_ATAATT_1.bed	C2F5LACXX_6_TTCGAA_1.bed	C2F5JACXX_8_GCACTT_1.bed	C2F8BACXX_4_TGACCA_1.bed	C2F7PACXX_2_CTTGTA_1.bed	C37FTACXX_4_ATAATT_1.bed	SRS380305_1.bed	C2F5LACXX_7_CTGCTG_1.bed	SRS380321_1.bed	SRS380406_1.bed	SRS380449_1.bed	C2F5JACXX_2_TGGCGC_1.bed	C34AYACXX_3_TAATCG_1.bed	SRS380310_1.bed	SRS380341_1.bed	SRS380419_1.bed	SRS380316_1.bed	C2EJBACXX_4_CGTACG_1.bed	C2PVKACXX_3_TGGCGC_1.bed	C2F5JACXX_5_GAAACC_1.bed	C2PNJACXX_1_AAACAT_1.bed	SRS380447_1.bed	C2F5JACXX_8_AAACAT_1.bed	C2PTNACXX_4_GCTCCA_1.bed	SRS380380_1.bed	SRS380347_1.bed	SRS380367_1.bed	C2F5JACXX_4_ATCTAT_1.bed	C2F5JACXX_7_AGAAGA_1.bed	SRS380350_1.bed	SRS380393_1.bed	SRS380278_1.bed	SRS380338_1.bed	SRS380364_1.bed	SRS380301_1.bed	C2F5JACXX_1_CACTCA_1.bed	SRS380366_1.bed	C2NR9ACXX_1_AAATGC_1.bed	SRS380287_1.bed	C2PJTACXX_5_CTAGCT_1.bed	C2F7PACXX_3_CCGCAA_1.bed	C2F7PACXX_8_CGAGAA_1.bed	C2F5JACXX_5_GCCTTA_1.bed	C2EJBACXX_1_CCTTAG_1.bed	SRS380331_1.bed	SRS380293_1.bed	SRS380289_1.bed	SRS380377_1.bed	SRS380437_1.bed	C2PJTACXX_8_ATGAGC_1.bed	SRS380436_1.bed	C2F7PACXX_8_AGCGCT_1.bed	SRS380343_1.bed	C2F7PACXX_5_GCTCCA_1.bed	C2NR9ACXX_7_CATTTT_1.bed	C2NR9ACXX_1_AAGGAC_1.bed	C37FTACXX_8_TGACCA_1.bed	C2PNJACXX_3_TCGAAG_1.bed	C2F7PACXX_5_GTAGAG_1.bed	SRS380375_1.bed	C2EJBACXX_8_ACTGAT_1.bed	C2F8BACXX_8_AGGTTT_1.bed	C37FTACXX_5_TGCTGG_1.bed	SRS616789_1.bed	SRS380392_1.bed
PKD1:ENSG00000008710:E34.1-E35.1|ENSG00000008710:I34.1-E35.1	0.431034483	0.222222222		0.537037037	0.310344828	0.622222222	0.857142857			0.56424581	0.80952381		0.944444444	0.523809524		0.3	1	0.8125				1	0.476190476	0.281553398	0.494565217		0.467391304	0.522012579	0.75	0.75	0.769230769	0.640776699	0.857142857		0.805194805	0.52	0.338028169	1	0.32	0.523076923			0.620689655	0.416666667	0.802469136		0.647058824	0.492063492	0.465648855	0.443181818	0.485549133	0.594202899	0.622377622	0.458333333	0.465753425	0.702702703	0.35915493	0.107142857	0.76		0.571428571	0.37037037	0.449197861	0.535087719	0.8	0.527027027	0.553030303	0.146341463	0.555555556	1	0.260869565	0	0.385964912	0.476190476	0.226415094	0.612244898		0.583333333	0.148148148		0.306122449	0.448717949	0.515306122
TRAF3IP3:ENSG00000009790:E10.4-E11.1|ENSG00000009790:E9.1-E11.1	0.52688172	0.156521739	0.359649123	0.564102564	0.375	0.569620253	0.55	0.511111111	0.43220339	0.303680982	0.3	0.445086705	0.333333333	0.41025641	0.617142857	0.357798165	0.103896104	0.503225806	0.875	0.646808511	0.847457627	0.319148936	0.510204082	0.664122137	0.241176471	0.598591549	0.352941176	0.875	0.574468085	0.919354839	0.521568627	0.53271028	0.38		0.369565217	0.392592593	0.609195402	0.609223301	0.467692308	0.356164384	0.563636364		0.120689655	0.114285714	0.26744186	0.547619048	0.666666667	0.149390244	0.202657807	0.273743017	0.087878788	0.533333333	0.397260274	0.296296296	0.417266187	0.842358604	0.161764706	0.515151515	0.506726457	0.344827586	0.417475728	0.724	0.429667519	0.095975232	0.473053892	0.05	0.094736842	0.530201342	0.075	0.264150943	0.422077922	0.633333333	0.360902256	0.159663866	0.457142857	0.23655914	0.788990826		0.577092511	0.4875	0.041237113	0.61827957	0.101949025
POMT2:ENSG00000009830:E21.2-I21.1|ENSG00000009830:E21.2-E22.2	0.238095238	0	0	0	0	0	0	0		0	0	0			0	0	0	0		0	0	0	0	0.266666667	0.153846154	0	0	0	0.120689655	0.166666667	0	0			0	0	0	0	0	0			0.285714286	0	0.243902439	0.333333333		0.153846154	0	0	0	0	0	0		0	0						0	0	0	0.571428571	0	0	0.142857143	0	0.114942529	0	0	0.590909091	0.4375	0	0	0.093333333			0.37037037	0.434782609	0
POMT2:ENSG00000009830:E21.2-E22.2|ENSG00000009830:E21.2-I21.1	0.566037736	1	1	1	1	0.947368421	1	1		1	1	0.4			1	1	1	1		1	1	1	1	0.508474576	0.575757576	1	0.685714286	0.777777778	0.746268657	0.5	1	1			0.866666667	1	1	1	1	0.962962963			0.384615385	1	0.461538462	0.318181818		0.75	1	0.962962963	0.987804878	0.787878788	1	1		0.888888889	1						0.739130435	0.947368421	1	0.285714286	1	1	0.644067797	1	0.725490196	0	1	0.321428571	0.428571429	0.882352941	0.846153846	0.807228916			0.5	0.333333333	1
BTK:ENSG00000010671:E18.1-I18.1|ENSG00000010671:E18.1-E19.2	0.345609065	0.089655172	0.102941176	0.082758621	0	0.107758621	0.077777778	0.47826087	0	0.10738255	0	0	0.095890411	0.073170732	0	0.198067633	0	0.13559322	0.283333333	0	0	0	0	0.31078905	0.081967213	0	0.111524164	0.147727273	0	0	0.104234528	0.085877863	0.228571429		0.062992126	0.129032258	0.097484277	0.134796238	0.162939297	0.054347826	0.43877551	0	0	0.159292035	0.120879121	0.26	0.693333333	0.162939297	0.25267666	0.138983051	0.061041293	0.132075472	0.184684685	0.086580087	0.318181818	0.195121951	0.141700405	0	0	0	0.114942529	0.155	0.178707224	0.03875969	0.200787402	0.085714286	0.07641196	0.083086053	0.097328244	0	0.075301205	1	0.398496241	0.164835165	0.420875421	0.206293706	0.371134021		0.588235294	0.666666667	0.199074074	0.480620155	0.114155251
BTK:ENSG00000010671:E18.1-E19.2|ENSG00000010671:I18.1-E19.1	0.324137931	0.735955056	0.7625	0.680473373	0.583333333	0.731060606	0.752475248	0.21686747	0.857142857	0.752941176	0.936842105	1	0.588888889	0.899408284	0.962025316	0.511029412	0.682539683	0.793650794	0.551282051	0.807228916	0.943820225	0.891304348	1	0.368852459	0.746212121	1	0.611650485	0.597285068	0.944444444	1	0.754874652	0.826619965	0.652173913		0.794776119	0.671875	0.72899729	0.814925373	0.718662953	0.772727273	0.331168831	0.723076923	0.909090909	0.588235294	0.591666667	0.533333333	0.207207207	0.566585956	0.555841924	0.573726542	0.846801347	0.658695652	0.532646048	0.747169811	0.333333333	0.546568627	0.666666667	0.916666667	0.935483871	0.931034483	0.813829787	0.65560166	0.572347267	0.910984848	0.6485623	0.782608696	0.781818182	0.675	0.735343384	1	0.683195592	0	0.3200883	0.67264574	0.291089109	0.578651685	0.364963504		0.266233766	0.104651163	0.575539568	0.25	0.726824458
BTK:ENSG00000010671:I18.1-E19.1|ENSG00000010671:E18.1-E19.2	0.495633188	0.2	0.164383562	0.152866242	0	0.133891213	0.117021277	0.729323308	0	0.136363636	0	0	0.207317073	0.031847134	0	0.281385281	0	0.072727273	0.295081967	0	0	0	0	0.453384419	0.082644628	0	0.143369176	0.235602094	0	0	0.159509202	0.089353612	0.113636364		0.055555556	0.215116279	0.150887574	0.054794521	0.149350649	0.109215017	0.504504505	0	0	0.296296296	0.266055046	0.212765957	0.610169492	0.276243094	0.24838013	0.234939759	0.066071429	0.089108911	0.276	0.13877551	0.516129032	0.345714286	0.162055336	0	0	0	0.083333333	0.195238095	0.181818182	0.023622047	0.22519084	0.094339623	0.094462541	0.172131148	0.133699634	0	0.091715976	1	0.538904899	0.212435233	0.547368421	0.235690236	0.396039604		0.553191489	0.867647059	0.263829787	0.54109589	0.150984683
RABGAP1:ENSG00000011454:E17.3-E19.1|ENSG00000011454:E16.1-E19.1	0.4	0.15	0	0		0		0.5625	0	0	0	0	0			0	0.457142857	0		0	0		0	0	0		0	0.016666667	0	0.090909091	0	0.145251397	0		0	0	0	0	0	0	0		0	0	0	0.386363636	0	0.033898305	0.014492754	0	0.290322581	0	0		0	0	0.229357798	0		0		0	0	0.161764706	0	0.260223048	0.721311475	0.74691358	0.4453125		0.149253731	0.119047619	0	0.285714286	0	0.486111111	0	0	0	0.144927536	0	0	0.142857143
MAP4K3:ENSG00000011566:E16.1-E18.2|ENSG00000011566:E15.1-E18.2	0.25974026	0.333333333	0.444444444	0.212121212	0.137931034	0.196969697		0		0.529411765	0.44		0.163636364	0.272727273	0	0.302325581		0.857142857		0	0.142857143			0.083333333	0.205128205		0.113207547	0.29787234	0.220568336	0.277777778	0.288135593	0.5625	0.234567901		0.063829787	0.382352941	0.504347826		0.3	0.35	0	0.052631579	0.394736842	0.384615385	0.470588235	0.086956522	0.210084034	0.323529412	0.083333333	0.217391304	0.307692308	0.274509804	0.212962963	0	0.38961039	0.346153846	0.330357143	0.186046512		0.130434783	0	0.203883495	0.41025641	0.166666667		0.418604651		0.253521127	0.23255814	0.722222222	0.357541899	0.319327731	0.237288136	0.342105263	0.530612245	0.459459459	0.311111111	0.379084967	0.230769231	0.566666667	0.131147541	0.205607477	0.571428571
MAP4K5:ENSG00000012983:E5.2-E6.1|ENSG00000012983:E5.2-I5.1_50960678	0.859060403	0.965517241	0.5	0.776699029	0.256157635	0.744444444	0.75		0.518518519	0.745762712	0.804878049	0.785714286	0.641025641	0.642857143	0.53125	0.722580645	0.769230769	0.142857143	0.454545455	0	0.296296296	0.14516129	0.086956522	1	0.439306358		0.3125	0.864864865	0.744186047	0.829787234	0.947368421	0.978723404	0.702702703		0.367567568	0.533333333	0.9	0.651162791	0.666666667	0.863013699	0.348484848	0.705882353	0.55	0.617647059	0.928571429	0.657142857	0.69375	0.98	0.902777778	0.772727273	0.880952381	0.697247706	0.352941176	0.736842105	0.66875	1	0.959459459	0.494505495	1	0.592592593	0.636363636	0.909090909	0.736842105	0.75	0.230769231	0.837837838	0.6875	0.915584416	0.831168831	0.366666667	0.916666667	0.984126984	0.957983193	0.837837838	0.915662651	0.833333333	0.898550725	0.893333333	0.555555556	0.921052632	0.690140845	0.788888889	0.98
MAP4K5:ENSG00000012983:E4.2-E5.2|ENSG00000012983:E4.2-I4.1_50982910	0.737991266	0.85	0.222222222	0.503401361	0.456790123	0.597484277	1	0.421052632	0.090909091	0.619047619	0.619047619	0.770833333	0.38961039	0.575539568	0.181818182	0.568627451	0.189393939	0.329411765	0.426229508		0.666666667	0.518072289	0.530726257	0.883495146	0.41025641	0.590909091	0.459558824	0.801324503	0.175438596	0.46969697	0.875	0.842696629	0.61875		0.479411765	0.470238095	0.620253165	0.568627451	0.677083333	0.626666667	0.456410256	0.675213675	0.436507937	0.509433962	0.617021277	0.493975904	0.505319149	0.792079208	0.853846154	0.724137931	0.816326531	0.568106312	0.528205128	0.703125	0.667910448	0.686567164	0.76056338	0.79245283	0.592105263	0.608108108	0.84	0.627118644	0.735849057	0.597826087	0.641025641	0.688311688	0.586206897	0.863636364	0.672955975	0.426470588	0.719806763	0.666666667	0.867549669	0.625	0.755319149	0.852459016	0.892857143	0.743421053	0.721153846	0.971428571	0.567567568	0.492753623	0.804597701
MAP4K5:ENSG00000012983:E5.2-I5.1_50960678|ENSG00000012983:E5.2-E6.1	0.087248322	0.034482759	0.5	0.174757282	0.532019704	0.177777778	0.166666667		0.481481481	0.186440678	0	0.214285714	0.153846154	0.357142857	0.46875	0.180645161	0.076923077	0.528571429	0.340909091	1	0.444444444	0.774193548	0.597826087	0	0.421965318		0.568181818	0.054054054	0.131782946	0.063829787	0	0	0.18018018		0.383783784	0.422222222	0.066666667	0.348837209	0.176470588	0.123287671	0.371212121	0.129411765	0.266666667	0.264705882	0.030612245	0.085714286	0.19375	0	0.041666667	0.181818182	0.095238095	0.247706422	0.466666667	0.131578947	0.23125	0	0.027027027	0.43956044	0	0.407407407	0.242424242	0.075757576	0.131578947	0.096774194	0.41025641	0.121621622	0.25	0.038961039	0.090909091	0.533333333	0.035714286	0.015873016	0.008403361	0.162162162	0.048192771	0.075757576	0.101449275	0.08	0.288888889	0.078947368	0.169014085	0.111111111	0.02
MAN2B2:ENSG00000013288:E12.1-E14.1|ENSG00000013288:E11.2-E14.1	0.985074627	0.97	0.993103448	0.884615385	0.882352941	0.952830189	0.913385827	1	1	0.954545455	0.961538462	0.848484848	0.9375	1	0.625	1	1	0.925	0.807692308	1	0.833333333	0.986666667	1	0.929032258	0.894230769	1	1	0.985074627	1		0.968	0.987179487	1		0.922077922	0.745454545	1	1	0.988095238	0.984848485	0.666666667		0.939393939	0.95532646	0.947368421	0.891304348	1	0.944852941	0.952380952	0.972222222	0.964705882	0.93	0.894117647	0.974747475	0.941176471	0.914893617	0.974226804		0.942028986	0.9	0.9375	0.760869565	0.886792453	0.978991597	0.724137931	0.977272727	0.928571429	0.963636364	0.954314721	1	0.780141844	0	0.866666667	0.939130435	0.921568627	0.87755102	1	0.733333333	1	0.214285714	0.875	0.927272727	0.945454545
RNF14:ENSG00000013561:E8.3-E9.1|ENSG00000013561:E7.2-E9.1	0.303030303	0.416666667	0.583333333	0.55	0.553571429	0.404255319	0.076923077		0	0.5	0.703703704	0	0.368421053	0.513513514	0.666666667	0.344827586	0.538461538	0.4		0	0.285714286	0.2	0.59375	0.522727273	0.678571429	0.333333333	0.678571429	0.385964912	0.4	0.725274725	0.580246914	0.547058824	0.936170213		0.659340659	0.8125	0.45	0.75	0.619047619	0.4875	0	0.617647059	0.826086957	0.5	0.506329114	0.64	0.527272727	0.529411765	0.544444444	0.511111111	0.472222222	0.5625	0.541176471	0.642857143	0.6	0.781818182	0.512820513	0.333333333		0.511627907	0.444444444	0.458333333	0.563829787	0.614285714	0.711111111	0.634920635	0.482142857	0.320754717	0.487179487	1	0.34375	0.558139535	0.641975309	0.759259259	0.52	0.792207792	0.718181818	0.704081633	0.390625	0.464646465	0.545454545	0.727272727	0.627272727
RNF14:ENSG00000013561:E4.11-E6.1|ENSG00000013561:E4.11-E7.1	0.55	0.5	0.333333333	0.76	0.447368421	0.516129032				0.755555556	0.666666667	0	0.769230769	0.47826087	1	0.571428571	1	0.764705882	0.297297297	0.607142857	1	0	0.703703704	0.333333333	0.529411765	0.769230769	0.875	0.796296296	0.897435897	0.777777778	0.682539683	0.696969697	0.6875		0.862068966		0.846153846	0.545454545	0.790697674	0.926829268		0.611111111	0.886363636	0.714285714	0.895833333	0.75	0.675	0.682926829	0.674418605	0.529411765	0.673469388	0.642857143	0.75	0.56097561	0.813333333	0.466666667	0.617021277	0.785714286	1	0.342857143	0.487804878	0.743589744	0.543478261	0.714285714	0.8125	0.695652174	0.72	0.720930233	0.818181818	0.807692308	0.884615385	0.92	0.78	0.925925926	0.9	0.617021277	0.973214286	0.731707317	0.863636364	0.875		0.666666667	0.54
DDX11:ENSG00000013573:E27.2-E28.1|ENSG00000013573:E27.2-E29.1	0.438016529	0.79375	0.882352941	0.884615385	1	0.658914729	0.936363636	0.710144928	0.956521739	0.737704918	1	1	0.631578947	0.6	0.896551724	0.680851064	0.438596491	0.6	0.555555556	0.52688172	0.872727273	0.94	0.828125	0.729166667	0.519480519	0.684210526	0.5125	0.666666667	0.684210526	0.305555556	0.862068966	0.8125	0.563636364		0.583333333	0.712871287	0.566666667	0.926829268	0.612244898	0.615384615	0.75		0.774193548	0.642857143	0.730769231	0.827586207	0.659574468	0.598484848	0.54245283	0.538961039	0.63583815	0.373134328	0.333333333	0.6	0.552631579	0.797101449	0.512	0.615384615	0.726190476	1	0.823529412	0.754098361	0.604316547	0.675862069	0.775	0.565217391	0.574162679	0.741935484	0.474820144	0.307692308	0.374331551	0.340909091	0.62195122	0.590163934	0.833333333	0.694915254	0.55	0.700819672	0.488372093	0	0.646017699	0.386243386	0.630824373
DDX11:ENSG00000013573:E22.5-I22.1|ENSG00000013573:E22.4-E23.2	0.362318841	0.267857143	0.105263158		0	0.104166667	0.272727273	0	0	0.15942029	0	0	0.454545455	0	0	0	0.073394495	0.205882353	0.555555556	0	0	0	0	0.374193548	0.075949367	0	0.264705882	0	0	0.171428571	0.305084746	0.183673469	0.302325581		0.144444444	0.25	0.29787234	0	0.37254902	0.104166667	0.293103448	0	0.436363636	0.3125	0		0	0.222222222	0.1796875	0.244186047	0.148514851	0.167785235	0.28125	0	0.5	0.216494845	0.263157895		0		0	0	0.558823529	0.256	0	0.23255814	0.113821138	0	0.327956989		0.231343284		0.211267606	0	0.619047619	0	0	0.309210526	0.555555556	0.681818182	0.161764706	0.505376344	0.195454545
DDX11:ENSG00000013573:I22.1-E23.1|ENSG00000013573:E22.4-E23.2	0.413333333	0.318965517	0.271428571		0	0.20754717	0.2	0	0	0.40625	0	0	0.5	0	0	0	0.081818182	0.357142857	0.8	0	0	0	0	0.388535032	0.162790698	0	0.368421053	0	0	0.216216216	0.240740741	0.2	0.416666667		0.155555556	0.235294118	0.225	0	0.135135135	0.267857143	0.378787879	0	0.436363636	0.469135802	0		0	0.216	0.275862069	0.322580645	0.271028037	0.229299363	0.333333333	0	0.35	0.224489796	0.333333333		0		0	0	0.473684211	0.247863248	0	0.302325581	0.142857143	0	0.352331606		0.319444444		0.408602151	0	0.529411765	0	0	0.403409091	0.80952381	0.681818182	0.185714286	0.53125	0.234782609
UFL1:ENSG00000014123:E1.2-E3.1|ENSG00000014123:I1.1-E2.1	0.046153846	0.277777778	0.833333333	0.154929577	0.484018265	0.235294118		1	0.607142857	0.246376812	0.567567568	0	0.194915254	0.484615385	0.25	0.158536585	0.857142857	0.611111111	0.360248447	1	0.358490566	1	0.833333333	0.077777778	0.603448276	1	0.336917563	0.466666667	0.432432432	0.28125	0.101265823	0.209090909	0.443514644		0.359605911	0.333333333	0.06918239	0.714285714	0.173913043	0.47260274	1	0.921052632	0.45026178	0.336283186	0.125984252	0.162264151	0.171717172	0.098214286	0.170542636	0.263157895	0.553191489	0.228855721	0.442748092	0.561403509	0.258064516	0.046153846	0.248803828	0.274193548	0.94	0.708333333	1	0.164556962	0.136363636	0.52688172	0.111111111	0.230769231	0.537313433	0.069767442	0.197080292	0.673913043	0.482954545	0.219512195	0.090361446	0.175257732	0.097222222	0.089285714	0.323076923	0.044303797	0.090322581	0.248175182	0.169014085	0.188034188	0.192982456
UFL1:ENSG00000014123:E1.2-I1.1|ENSG00000014123:E1.2-E3.1	0.542857143	0.175	0	0.413793103	0.167938931	0.346938776		0	0	0.447368421	0	1	0.5	0.362831858	0.5	0.37704918	0	0.217391304	0.40776699	0	0.396825397	0	0	0.458333333	0.257425743	0	0.211538462	0.203539823	0.163461538	0.252173913	0.363636364	0.245901639	0.25698324		0.192982456	0.311111111	0.323076923	0	0.266666667	0.165217391	0	0	0.246153846	0.333333333	0.452830189	0.457627119	0.342857143	0.288135593	0.464285714	0.288888889	0.2	0.305882353	0.158940397	0.163265306	0.25	0.5	0.222222222	0.180952381	0	0	0	0.456790123	0.558139535	0.232876712	0.384615385	0.381578947	0.355932203	0.56	0.25	0	0.132231405	0.413793103	0.348837209	0.45	0.450980392	0.470588235	0.236686391	0.380434783	0.520547945	0.496350365	0.478873239	0.52	0.302325581
UFL1:ENSG00000014123:I1.1-E2.1|ENSG00000014123:E1.2-E3.1	0.771428571	0.29787234	0	0.540540541	0.186567164	0.5		0	0	0.4	0		0.514705882	0.191011236	0.5	0.616161616	0	0.181818182	0.2375	0	0.530864198	0	0	0.458333333	0.166666667	0	0.284883721	0.090909091	0.243478261	0.465838509	0.543478261	0.394736842	0.310880829		0.323529412	0.53030303	0.52688172	0	0.326530612	0.111111111	0	0	0.190082645	0.362318841	0.546875	0.594936709	0.477272727	0.391304348	0.545454545	0.407407407	0.179487179	0.504201681	0.274285714	0.163265306	0.415584416	0.483870968	0.304964539	0.232142857	0	0	0	0.536842105	0.321428571	0.253333333	0.384615385	0.450292398	0.173913043	0.620689655	0.341463415	0	0.204545455	0.656565657	0.308641975	0.52173913	0.416666667	0.513513514	0.486055777	0.373626374	0.65	0.653266332	0.513157895	0.571428571	0.318181818
POLA2:ENSG00000014138:E17.2-ENSG00000149798:E3.1|ENSG00000014138:E17.2-E18.1	0.029411765	0.033707865	0.177777778	0.166666667	0	0.153846154	0.134615385	0		0	0.352941176	0	0.208333333	0.324324324	0	0.057142857		0.235294118	0	0	0.1	0.4375	0	0.051724138	0.156862745	0.132352941	0.098360656	0.526315789		0	0	0.085365854	0.139534884		0.028571429	0.0625	0.123076923	0	0	0.077922078		0	0.25	0.13559322	0.277777778	0.066666667	0.4375	0.089430894	0.106870229	0.022727273	0.048	0.015625	0.155555556	0.102941176	0.035714286	0.047244094	0.046153846		0.101265823	0.315789474	0.113924051	0.115384615	0.085714286	0.113333333	0.086021505	0	0.066666667	0.375	0.18		0.138461538	1	0.060240964	0.139534884	0.230769231	0.095744681	0.476190476	0.06875	0.5	0.428571429	0.059701493	0.130434783	0.097959184
CCDC88C:ENSG00000015133:E4.2-E7.1|ENSG00000015133:E4.2-E6.1_91845444	0.69047619	0.67032967	0.471590909	0.614457831	0.56547619	0.359477124	0.755555556	0.648648649	0.237430168	0.730434783	0.196078431	0.274509804	0.564102564	0.10619469	0.248120301	0.426966292	0.170731707	0.420454545	0.43315508	0.285714286	0.425742574	0.732394366	0.68627451	0.609375	0.661111111	0.757575758	0.546296296	0.63507109	0.564315353	0.363636364	0.37414966	0.720620843	0.470967742		0.330188679	0.827160494	0.681818182	0.56097561	0.358974359	0.729166667	0.372	0.5	0.665354331	0.849673203	0.630630631	0.611111111	0.466666667	0.766666667	0.736111111	0.450549451	0.71559633	0.566666667	0.6875	0.425339367	0.52027027	0.175675676	0.613259669	0.625	0.46835443	0.542372881	0.671875	0.578616352	0.717105263	0.823129252	0.633663366	0.797468354	0.782608696	0.666666667	0.764227642	0.441176471	0.679389313	0.838709677	0.661016949	0.512820513	0.770491803	0.510204082	0.364485981	0.977272727	0.658823529	0.045454545	0.675	0.529411765	0.8
ZMYND11:ENSG00000015171:E9.1-E10.1|ENSG00000015171:E9.1-E12.2	0.891472868	0.933333333	0.888888889	0.871428571	0.384615385	0.896907216	1	0.413043478		0.908396947	1	1	0.818181818	1	1	0.725	1	1		1		1	0.960784314	0.776	0.9		0.766666667	0.986666667	0.818181818	0.71641791	1	0.858333333	0.931818182		0.944444444	0.85	0.703703704	1	0.989583333	0.673913043	1	1	0.757575758	0.971428571	0.982142857	1	0.695652174	0.756302521	0.851851852	0.8	0.96969697	0.834482759	0.75	0.848214286	1	0.546666667	0.882352941	1	1	0.446153846	0.825	0.945945946	0.833333333	0.828571429	1	0.636363636	0.956521739	0.673684211	0.842105263	1	0.842592593	0	0.546511628	0.740740741	0.775510204	1	1	0.729508197	0.346153846	0.470588235	0.916666667	0.710526316	0.925714286
ZMYND11:ENSG00000015171:E14.1-E16.1|ENSG00000015171:E13.1-E16.1	0.882352941	0.666666667	0.95	0.865979381		0.91954023	1		1	0.871794872	0.92	0.763157895		0.769230769		0.6		0.947368421			1	1	1	0.821428571	0.875		0.6875	0.85	0.671428571	0.617283951	0.785714286	0.64	0.53125		0.759259259	1	0.675	0.75	0.902173913	0.627906977	0.894736842	0.444444444	0.72	0.642857143	0.814814815	0.882352941	0.512820513	0.75	0.695431472	0.689655172	0.947368421	0.756097561	0.575757576	0.974683544	0.388888889	0.756756757	0.8	1	1	0.333333333	1	0.777777778	0.653846154	0.89010989	1	0.277777778	0.888888889	0.801724138	0.846153846	1	0.675213675	0.609375	0.635135135	0.666666667	0.634920635	0.677083333	0.5	0.465753425	0.153846154	0.203703704	0.804878049	0.777777778	0.904761905
ZMYND11:ENSG00000015171:E13.1-E14.1|ENSG00000015171:E13.1-E16.1	0.87755102	0.777777778	0.954545455	0.823529412		0.894117647	1			0.846846847	0.942857143	0.852459016	0.8		1	0.764705882		0.92		1	1	1	1	0.837398374	0.8	1	0.583333333	0.84939759	0.683544304	0.575	0.62962963	0.604395604	0.642857143		0.714285714	1	0.682926829	0.671875	0.904255319	0.714285714	0.789473684	0.5	0.708333333	0.583333333	0.855263158	0.964285714	0.472222222	0.775510204	0.721893491	0.689655172	0.984126984	0.789115646	0.416666667	0.968253968	0.56	0.438596491	0.697674419	1	1	0.269230769	1	0.859649123	0.666666667	0.861111111	1	0.222222222	0.896551724	0.825	0.869822485	1	0.61682243	0.509803922	0.7421875	0.631578947	0.529411765	0.626506024	0.470588235	0.519083969	0.083333333	0.394366197	0.790697674	0.837837838	0.834586466
ATP2C1:ENSG00000017260:E3.8-E5.1|ENSG00000017260:E1.4-E5.1	0.388888889	0.625	0.783783784	0.224	0.3	0.511363636	1	0.7		0.7625	0.611111111	0.5	0.525	0.703125	0	0.395604396	0.64	0.538461538	1		0.463414634	0.071428571	0.333333333	0.526315789	0.469879518		0.43877551	0.274131274	0.254901961	0.454545455	0.714285714	0.769230769	0.232142857		0.323308271	0.585365854	0.429378531	0.482758621	0.714285714	0.283783784	0.148148148	0.382352941	0.383838384	0.689655172	0.646153846	0.230769231	0.10738255	0.597826087	0.447154472	0.454545455	0.4	0.347368421	0.422535211	0.727272727	0.538461538	0.613636364	0.306220096	0.341269841	0.695652174	0.346153846	0.628571429	0.286956522	0.471698113	0.583333333	0.157894737	0.57	0.461538462	0.5	0.25136612	0.224489796	0.169172932	0.074074074	0.228658537	0.201550388	0.138613861	0.254901961	0.395833333	0.24	0.471264368	0.459459459	0.324324324	0.619047619	0.547169811
RUFY3:ENSG00000018189:E17.2-I17.1|ENSG00000018189:E17.1-E19.2	0.2	0		0.2	0	0		0		0.151515152	0		0.289473684	0	0	0	0	0		0	0	0	0		0.205128205		0	0.105263158	0	0.303571429	0	0	0		0.113043478	0	0.148514851	0	0.25	0	0	0	0	0	0	0	0.157142857	0	0	0.193548387	0	0	0.144329897	0	0.529411765	0	0	0	0	0	0	0	0.203488372	0.098765432	0.24	0.388888889	0	0	0		0.228187919	0.476190476	0.252747253	0.409836066	0	0	0	0.275362319	0.588235294	0	0	0.265822785	0.117647059
RUFY3:ENSG00000018189:E17.1-E19.2|ENSG00000018189:E18.2-I18.1	0.310077519	0.772727273		0.41025641	0.44	0.6		1		0.322147651	0.258064516		0.223684211	0.409090909	0.62962963	0.438596491	0.416666667	0.592592593		0.58	0.888888889	1	1		0.27826087		0.550724638	0.378787879	0.216666667	0.13740458	0.541666667	0.571428571	0.705882353		0.471698113	0.510204082	0.402597403	0.340425532	0.273684211	0.61971831	0.333333333	0.592592593	0.259259259	0.450980392	0.2	0.222222222	0.304347826	0.309278351	0.793103448	0.347826087	0.551724138	0.515789474	0.450381679	0.789473684	0.126760563	0.909090909	0.237288136	0.289473684	0.523809524	1	0.476190476	0.236842105	0.339160839	0.556603774	0.214285714	0.111111111	0.590909091	0.276785714	0.383333333		0.248908297	0	0.188172043	0.463768116	0.285714286	0.7	0.338983051	0.324444444	0.074074074	0.3	0.361111111	0.184931507	0.526785714
